ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
WOT-326_sterletsturgeonacipenserstellatusruthenus-1-1,WOT-326_sterletsturgeonacipenserstellatusruthenus-1,šivrigey,395,false,expert,wot,ʃ i v r i ɡ ɛ j,library,
H-327_pikeperchzanderstizostedionlucioperca-1-1,H-327_pikeperchzanderstizostedionlucioperca-1,süllő,396,false,expert,wot,ʃ y lː øː - -,library,
OH-327_pikeperchzanderstizostedionlucioperca-1-1,OH-327_pikeperchzanderstizostedionlucioperca-1,šilleü,396,false,expert,wot,ʃ i lː ɛ y -,library,
EAH-327_pikeperchzanderstizostedionlucioperca-1-1,EAH-327_pikeperchzanderstizostedionlucioperca-1,šilleγ,396,false,expert,wot,ʃ i lː ɛ - ɣ,library,
WOT-327_pikeperchzanderstizostedionlucioperca-1-1,WOT-327_pikeperchzanderstizostedionlucioperca-1,šilliγ,396,false,expert,wot,ʃ i lː i - ɣ,library,
H-328_scurvy-1-1,H-328_scurvy-1,süly,397,false,expert,wot,ʃ y j - -,library,
OH-328_scurvy-1-1,OH-328_scurvy-1,šǖlʹ,397,false,expert,wot,ʃ yː j - -,library,
EAH-328_scurvy-1-1,EAH-328_scurvy-1,šiγül,397,false,expert,wot,ʃ i ɣ y l,library,
WOT-328_scurvy-1-1,WOT-328_scurvy-1,šiγül,397,false,expert,wot,ʃ i ɣ y l,library,
H-329_densethickofwoodsorsoup-1-1,H-329_densethickofwoodsorsoup-1,sűrű,398,false,expert,wot,ʃ yː r yː -,library,
OH-329_densethickofwoodsorsoup-1-1,OH-329_densethickofwoodsorsoup-1,šireü̯,398,false,expert,wot,ʃ i r ɛ w,library,
EAH-329_densethickofwoodsorsoup-1-1,EAH-329_densethickofwoodsorsoup-1,čireγ,398,false,expert,wot,t͡ʃ i r ɛ ɣ,library,
WOT-329_densethickofwoodsorsoup-1-1,WOT-329_densethickofwoodsorsoup-1,čiräγ,398,false,expert,wot,t͡ʃ i r ɛ ɣ,library,
H-330_brotherinlaw-1-1,H-330_brotherinlaw-1,sű,399,false,expert,wot,ʃ yː -,library,
OH-330_brotherinlaw-1-1,OH-330_brotherinlaw-1,šiv,399,false,expert,wot,ʃ i v,library,
EAH-330_brotherinlaw-1-1,EAH-330_brotherinlaw-1,siγ,399,false,expert,wot,s i ɣ,library,
WOT-330_brotherinlaw-1-1,WOT-330_brotherinlaw-1,siγ,399,false,expert,wot,s i ɣ,library,
H-330_brotherinlaw-2-1,H-330_brotherinlaw-2,süv,400,false,expert,wot,ʃ y v,library,
OH-330_brotherinlaw-2-1,OH-330_brotherinlaw-2,šiv,400,false,expert,wot,ʃ i v,library,
EAH-330_brotherinlaw-2-1,EAH-330_brotherinlaw-2,siγ,400,false,expert,wot,s i ɣ,library,
WOT-330_brotherinlaw-2-1,WOT-330_brotherinlaw-2,siγ,400,false,expert,wot,s i ɣ,library,
H-331_mirage-1-1,H-331_mirage-1,szágom,401,false,expert,wot,s aː ɡ o m,library,
EAH-331_mirage-1-1,EAH-331_mirage-1,sagum,401,false,expert,wot,s a ɡ u m,library,
WOT-331_mirage-1-1,WOT-331_mirage-1,sagïm,401,false,expert,wot,s a ɡ ɯ m,library,
H-332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1-1,H-332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1,szaka,402,false,expert,wot,s ɒ k ɒ -,library,
EAH-332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1-1,EAH-332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1,sakaγ,402,false,expert,wot,s a k a ɣ,library,
WOT-332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1-1,WOT-332_uvulatherecurvedpointofafishinghookoralanceredwattleonachicken-1,sakaγ,402,false,expert,wot,s a k a ɣ,library,
H-333_beard-1-1,H-333_beard-1,szakáll,403,false,expert,wot,s ɒ k aː lː,library,
EAH-333_beard-1-1,EAH-333_beard-1,sakal,403,false,expert,wot,s a k a l,library,
WOT-333_beard-1-1,WOT-333_beard-1,sakal,403,false,expert,wot,s a k a l,library,
H-334_raft-1-1,H-334_raft-1,szál,404,false,expert,wot,s aː l,library,
EAH-334_raft-1-1,EAH-334_raft-1,sal,404,false,expert,wot,s a l,library,
WOT-334_raft-1-1,WOT-334_raft-1,sāl,404,false,expert,wot,s aː l,library,
H-335_number-1-1,H-335_number-1,szám,405,false,expert,wot,s aː m,library,
EAH-335_number-1-1,EAH-335_number-1,sam,405,false,expert,wot,s a m,library,
WOT-335_number-1-1,WOT-335_number-1,sām,405,false,expert,wot,s aː m,library,
H-336_tohavepityfortoregret-1-1,H-336_tohavepityfortoregret-1,szán,406,false,expert,wot,s aː - - n,library,
OH-336_tohavepityfortoregret-1-1,OH-336_tohavepityfortoregret-1,sān,406,false,expert,wot,s aː - - n,library,
EAH-336_tohavepityfortoregret-1-1,EAH-336_tohavepityfortoregret-1,saγin,406,false,expert,wot,s a ɣ i n,library,
WOT-336_tohavepityfortoregret-1-1,WOT-336_tohavepityfortoregret-1,saγïn,406,false,expert,wot,s a ɣ ɯ n,library,
H-337_towishtointendsomethingforsomebodysomethingtodevote-1-1,H-337_towishtointendsomethingforsomebodysomethingtodevote-1,szán,407,false,expert,wot,s aː n,library,
WOT-337_towishtointendsomethingforsomebodysomethingtodevote-1-1,WOT-337_towishtointendsomethingforsomebodysomethingtodevote-1,sān,407,false,expert,wot,s aː n,library,
H-338_trousseaubox-1-1,H-338_trousseaubox-1,szándok,408,false,expert,wot,s aː n d o k,library,
WOT-338_trousseaubox-1-1,WOT-338_trousseaubox-1,sanduk,408,false,expert,wot,s a n d u k,library,
H-339_bucketwoodenpailwithahandle-1-1,H-339_bucketwoodenpailwithahandle-1,szapu,409,false,expert,wot,s ɒ p u -,library,
OH-339_bucketwoodenpailwithahandle-1-1,OH-339_bucketwoodenpailwithahandle-1,sapū,409,false,expert,wot,s a p uː -,library,
LAH-339_bucketwoodenpailwithahandle-1-1,LAH-339_bucketwoodenpailwithahandle-1,sapau̯,409,false,expert,wot,s a p a w,library,
EAH-339_bucketwoodenpailwithahandle-1-1,EAH-339_bucketwoodenpailwithahandle-1,sapaγ,409,false,expert,wot,s a p a ɣ,library,
WOT-339_bucketwoodenpailwithahandle-1-1,WOT-339_bucketwoodenpailwithahandle-1,sapaγ,409,false,expert,wot,s a p a ɣ,library,
H-340_lightcolouredyellowishpalepartlybald-1-1,H-340_lightcolouredyellowishpalepartlybald-1,szár,410,false,expert,wot,s aː r,library,
EAH-340_lightcolouredyellowishpalepartlybald-1-1,EAH-340_lightcolouredyellowishpalepartlybald-1,sar,410,false,expert,wot,s a r,library,
WOT-340_lightcolouredyellowishpalepartlybald-1-1,WOT-340_lightcolouredyellowishpalepartlybald-1,sar,410,false,expert,wot,s a r,library,
H-341_wing-1-1,H-341_wing-1,szárny,411,false,expert,wot,s aː - r - ɲ,library,
EAH-341_wing-1-1,EAH-341_wing-1,śārn,411,false,expert,wot,sʲ aː - r - n,library,
WOT-341_wing-1-1,WOT-341_wing-1,čaγrïn,411,false,expert,wot,t͡ʃ a ɣ r ɯ n,library,
H-342_grocergrandhandler-1-1,H-342_grocergrandhandler-1,szatócs,412,false,expert,wot,s ɒ t oː - t͡ʃ -,library,
OH-342_grocergrandhandler-1-1,OH-342_grocergrandhandler-1,satōč,412,false,expert,wot,s a t oː - t͡ʃ -,library,
LAH-342_grocergrandhandler-1-1,LAH-342_grocergrandhandler-1,satiwči,412,false,expert,wot,s a t i v t͡ʃ i,library,
EAH-342_grocergrandhandler-1-1,EAH-342_grocergrandhandler-1,satiγči,412,false,expert,wot,s a t i ɣ t͡ʃ i,library,
WOT-342_grocergrandhandler-1-1,WOT-342_grocergrandhandler-1,satïγčï,412,false,expert,wot,s a t ɯ ɣ t͡ʃ ɯ,library,
H-343_chairseatbenchthrone-1-1,H-343_chairseatbenchthrone-1,szék,413,false,expert,wot,s eː k -,library,
EAH-343_chairseatbenchthrone-1-1,EAH-343_chairseatbenchthrone-1,sekü,413,false,expert,wot,s ɛ k y,library,
WOT-343_chairseatbenchthrone-1-1,WOT-343_chairseatbenchthrone-1,säkü,413,false,expert,wot,s ɛ k y,library,
H-344_wind-1-1,H-344_wind-1,szél,414,false,expert,wot,s eː l,library,
EAH-344_wind-1-1,EAH-344_wind-1,sēl,414,false,expert,wot,s eː l,library,
WOT-344_wind-1-1,WOT-344_wind-1,śēl,414,false,expert,wot,sʲ eː l,library,
H-345_toslumbertodoze-1-1,H-345_toslumbertodoze-1,szender,415,false,expert,wot,s ɛ n d ɛ r,library,
EAH-345_toslumbertodoze-1-1,EAH-345_toslumbertodoze-1,sen,415,false,expert,wot,s ɛ n - - -,library,
WOT-345_toslumbertodoze-1-1,WOT-345_toslumbertodoze-1,sender,415,false,expert,wot,s ɛ n d ɛ r,library,
H-345_toslumbertodoze-2-1,H-345_toslumbertodoze-2,szöndör,416,false,expert,wot,s ø n d ø r,library,
EAH-345_toslumbertodoze-2-1,EAH-345_toslumbertodoze-2,sön,416,false,expert,wot,s ø n - - -,library,
WOT-345_toslumbertodoze-2-1,WOT-345_toslumbertodoze-2,sön,416,false,expert,wot,s ø n - - -,library,
H-346_beautiful-1-1,H-346_beautiful-1,szép,417,false,expert,wot,s eː p,library,
EAH-346_beautiful-1-1,EAH-346_beautiful-1,sip,417,false,expert,wot,s i p,library,
WOT-346_beautiful-1-1,WOT-346_beautiful-1,sip,417,false,expert,wot,s i p,library,
H-347_frecklesunspotstain-1-1,H-347_frecklesunspotstain-1,szeplő,418,false,expert,wot,s ɛ p l øː -,library,
EAH-347_frecklesunspotstain-1-1,EAH-347_frecklesunspotstain-1,sepleγ,418,false,expert,wot,s ɛ p l ɛ ɣ,library,
WOT-347_frecklesunspotstain-1-1,WOT-347_frecklesunspotstain-1,säpliγ,418,false,expert,wot,s ɛ p l i ɣ,library,
H-348_partofavillagestreetgroupofpeoplerowlineorder-1-1,H-348_partofavillagestreetgroupofpeoplerowlineorder-1,szer,419,false,expert,wot,s ɛ r,library,
EAH-348_partofavillagestreetgroupofpeoplerowlineorder-1-1,EAH-348_partofavillagestreetgroupofpeoplerowlineorder-1,śer,419,false,expert,wot,sʲ ɛ r,library,
WOT-348_partofavillagestreetgroupofpeoplerowlineorder-1-1,WOT-348_partofavillagestreetgroupofpeoplerowlineorder-1,čer,419,false,expert,wot,t͡ʃ ɛ r,library,
H-349_threshingfloorround-1-1,H-349_threshingfloorround-1,szérű,420,false,expert,wot,s eː r yː -,library,
EAH-349_threshingfloorround-1-1,EAH-349_threshingfloorround-1,sürüγ,420,false,expert,wot,s y r y ɣ,library,
WOT-349_threshingfloorround-1-1,WOT-349_threshingfloorround-1,čürüγ,420,false,expert,wot,t͡ʃ y r y ɣ,library,
H-350_fumesvapourspiritsalcoholhumours-1-1,H-350_fumesvapourspiritsalcoholhumours-1,szesz,421,false,expert,wot,s ɛ s,library,
EAH-350_fumesvapourspiritsalcoholhumours-1-1,EAH-350_fumesvapourspiritsalcoholhumours-1,sis,421,false,expert,wot,s i s,library,
WOT-350_fumesvapourspiritsalcoholhumours-1-1,WOT-350_fumesvapourspiritsalcoholhumours-1,sis,421,false,expert,wot,s i s,library,
H-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1-1,H-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,szín,422,false,expert,wot,s iː n,library,
EAH-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1-1,EAH-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,sin,422,false,expert,wot,s i n,library,
WOT-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1-1,WOT-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,sin,422,false,expert,wot,s i n,library,
H-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1-1,H-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,szirony,423,false,expert,wot,s i - r o ɲ,library,
OH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1-1,OH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,siron,423,false,expert,wot,s i - r o n,library,
LAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1-1,LAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,sirum,423,false,expert,wot,s i - r u m,library,
EAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1-1,EAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,siyrum,423,false,expert,wot,s i j r u m,library,
WOT-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1-1,WOT-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,sïyrum,423,false,expert,wot,s ɯ j r u m,library,
H-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2-1,H-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,szirony,424,false,expert,wot,s i - r o ɲ,library,
OH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2-1,OH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,sirom,424,false,expert,wot,s i - r o m,library,
LAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2-1,LAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,sirum,424,false,expert,wot,s i - r u m,library,
EAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2-1,EAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,siyrum,424,false,expert,wot,s i j r u m,library,
WOT-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2-1,WOT-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,sïyrum,424,false,expert,wot,s ɯ j r u m,library,
H-353_rockcliffocciputcrestofmountain-1-1,H-353_rockcliffocciputcrestofmountain-1,szirt,425,false,expert,wot,s i r t,library,
WOT-353_rockcliffocciputcrestofmountain-1-1,WOT-353_rockcliffocciputcrestofmountain-1,sïrt,425,false,expert,wot,s ɯ r t,library,
H-354_word-1-1,H-354_word-1,szó,426,false,expert,wot,s oː -,library,
EAH-354_word-1-1,EAH-354_word-1,saw,426,false,expert,wot,s a v,library,
WOT-354_word-1-1,WOT-354_word-1,sav,426,false,expert,wot,s a v,library,
H-355_akindoffalconpielfalcusgyrfalco-1-1,H-355_akindoffalconpielfalcusgyrfalco-1,szongor,427,false,expert,wot,s o n ɡ o r,library,
EAH-355_akindoffalconpielfalcusgyrfalco-1-1,EAH-355_akindoffalconpielfalcusgyrfalco-1,sonkor,427,false,expert,wot,s o n k o r,library,
WOT-355_akindoffalconpielfalcusgyrfalco-1-1,WOT-355_akindoffalconpielfalcusgyrfalco-1,soŋkur,427,false,expert,wot,s o ŋ k u r,library,
H-356_tospreadtoscattertowinnow-1-1,H-356_tospreadtoscattertowinnow-1,szór,428,false,expert,wot,s oː - - r,library,
EAH-356_tospreadtoscattertowinnow-1-1,EAH-356_tospreadtoscattertowinnow-1,sawur,428,false,expert,wot,s a v u r,library,
WOT-356_tospreadtoscattertowinnow-1-1,WOT-356_tospreadtoscattertowinnow-1,sawur,428,false,expert,wot,s a v u r,library,
H-357_grasshopper-1-1,H-357_grasshopper-1,szöcske,429,false,expert,wot,s ø t͡ʃ k ɛ,library,
OH-357_grasshopper-1-1,OH-357_grasshopper-1,sökče,429,false,expert,wot,s ø k t͡ʃ ɛ,library,
LAH-357_grasshopper-1-1,LAH-357_grasshopper-1,sökśȫ,429,false,expert,wot,s ø k sʲ øː,library,
EAH-357_grasshopper-1-1,EAH-357_grasshopper-1,sek,429,false,expert,wot,s ɛ - k -,library,
WOT-357_grasshopper-1-1,WOT-357_grasshopper-1,sek,429,false,expert,wot,s ɛ - k -,library,
H-358_toleaptojumptoescapetoflee-1-1,H-358_toleaptojumptoescapetoflee-1,szökik,430,false,expert,wot,s ø k i k,library,
OH-358_toleaptojumptoescapetoflee-1-1,OH-358_toleaptojumptoescapetoflee-1,sök,430,false,expert,wot,s ø - - k,library,
EAH-358_toleaptojumptoescapetoflee-1-1,EAH-358_toleaptojumptoescapetoflee-1,sek,430,false,expert,wot,s ɛ - - k,library,
WOT-358_toleaptojumptoescapetoflee-1-1,WOT-358_toleaptojumptoescapetoflee-1,sek,430,false,expert,wot,s ɛ - - k,library,
H-359_grapewinegrapevitisvinifer-1-1,H-359_grapewinegrapevitisvinifer-1,szőlő,431,false,expert,wot,s øː l øː -,library,
OH-359_grapewinegrapevitisvinifer-1-1,OH-359_grapewinegrapevitisvinifer-1,seleγ,431,false,expert,wot,s ɛ l ɛ ɣ,library,
EAH-359_grapewinegrapevitisvinifer-1-1,EAH-359_grapewinegrapevitisvinifer-1,śeleγ,431,false,expert,wot,sʲ ɛ l ɛ ɣ,library,
WOT-359_grapewinegrapevitisvinifer-1-1,WOT-359_grapewinegrapevitisvinifer-1,čeleγ,431,false,expert,wot,t͡ʃ ɛ l ɛ ɣ,library,
H-359_grapewinegrapevitisvinifer-2-1,H-359_grapewinegrapevitisvinifer-2,szöllő,432,false,expert,wot,s ø lː øː -,library,
OH-359_grapewinegrapevitisvinifer-2-1,OH-359_grapewinegrapevitisvinifer-2,selleγ,432,false,expert,wot,s ɛ lː ɛ ɣ,library,
EAH-359_grapewinegrapevitisvinifer-2-1,EAH-359_grapewinegrapevitisvinifer-2,śeleγ,432,false,expert,wot,sʲ ɛ l ɛ ɣ,library,
WOT-359_grapewinegrapevitisvinifer-2-1,WOT-359_grapewinegrapevitisvinifer-2,čeleγ,432,false,expert,wot,t͡ʃ ɛ l ɛ ɣ,library,
H-360_mosquitognatculexpipens-1-1,H-360_mosquitognatculexpipens-1,szúnyog,433,false,expert,wot,s uː ɲ o ɡ,library,
OH-360_mosquitognatculexpipens-1-1,OH-360_mosquitognatculexpipens-1,sunug,433,false,expert,wot,s u n u ɡ,library,
EAH-360_mosquitognatculexpipens-1-1,EAH-360_mosquitognatculexpipens-1,sinuk,433,false,expert,wot,s i n u k,library,
WOT-360_mosquitognatculexpipens-1-1,WOT-360_mosquitognatculexpipens-1,siŋuk,433,false,expert,wot,s i ŋ u k,library,
H-361_furrier-1-1,H-361_furrier-1,szűcs,434,false,expert,wot,s yː - t͡ʃ -,library,
OH-361_furrier-1-1,OH-361_furrier-1,seü̯či,434,false,expert,wot,s ɛ w t͡ʃ i,library,
LAH-361_furrier-1-1,LAH-361_furrier-1,siwči,434,false,expert,wot,s i v t͡ʃ i,library,
EAH-361_furrier-1-1,EAH-361_furrier-1,śiγči,434,false,expert,wot,sʲ i ɣ t͡ʃ i,library,
WOT-361_furrier-1-1,WOT-361_furrier-1,čiγči,434,false,expert,wot,t͡ʃ i ɣ t͡ʃ i,library,
H-362_toceasetostop-1-1,H-362_toceasetostop-1,szűnik,435,false,expert,wot,s yː n i k,library,
OH-362_toceasetostop-1-1,OH-362_toceasetostop-1,sün,435,false,expert,wot,s y n - -,library,
EAH-362_toceasetostop-1-1,EAH-362_toceasetostop-1,sön,435,false,expert,wot,s ø n - -,library,
WOT-362_toceasetostop-1-1,WOT-362_toceasetostop-1,sön,435,false,expert,wot,s ø n - -,library,
H-363_tostraintofilter-1-1,H-363_tostraintofilter-1,szűr,436,false,expert,wot,s yː r,library,
EAH-363_tostraintofilter-1-1,EAH-363_tostraintofilter-1,sür,436,false,expert,wot,s y r,library,
WOT-363_tostraintofilter-1-1,WOT-363_tostraintofilter-1,sür,436,false,expert,wot,s y r,library,
H-364_virginpure-1-1,H-364_virginpure-1,szűz,437,false,expert,wot,s yː z - -,library,
OH-364_virginpure-1-1,OH-364_virginpure-1,süz,437,false,expert,wot,s y z - -,library,
EAH-364_virginpure-1-1,EAH-364_virginpure-1,süzök,437,false,expert,wot,s y z ø k,library,
WOT-364_virginpure-1-1,WOT-364_virginpure-1,süzök,437,false,expert,wot,s y z ø k,library,
H-365_sorcerermedicineman-1-1,H-365_sorcerermedicineman-1,táltos,438,false,expert,wot,t aː l t o ʃ -,library,
OH-365_sorcerermedicineman-1-1,OH-365_sorcerermedicineman-1,taltuš,438,false,expert,wot,t a l t u ʃ -,library,
EAH-365_sorcerermedicineman-1-1,EAH-365_sorcerermedicineman-1,taltuči,438,false,expert,wot,t a l t u t͡ʃ i,library,
WOT-365_sorcerermedicineman-1-1,WOT-365_sorcerermedicineman-1,taltučï,438,false,expert,wot,t a l t u t͡ʃ ɯ,library,
H-366_advicecouncil-1-1,H-366_advicecouncil-1,tanács,439,false,expert,wot,t ɒ n aː - t͡ʃ,library,
EAH-366_advicecouncil-1-1,EAH-366_advicecouncil-1,tanilč,439,false,expert,wot,t a n i l t͡ʃ,library,
WOT-366_advicecouncil-1-1,WOT-366_advicecouncil-1,tanïlč,439,false,expert,wot,t a n ɯ l t͡ʃ,library,
H-367_witness-1-1,H-367_witness-1,tanú,440,false,expert,wot,t ɒ n uː -,library,
EAH-367_witness-1-1,EAH-367_witness-1,tanu,440,false,expert,wot,t a n u -,library,
WOT-367_witness-1-1,WOT-367_witness-1,tanuγ,440,false,expert,wot,t a n u ɣ,library,
H-368_tofeedtonourish-1-1,H-368_tofeedtonourish-1,táplál,441,false,expert,wot,t aː p l aː l,library,
OH-368_tofeedtonourish-1-1,OH-368_tofeedtonourish-1,tāplā,441,false,expert,wot,t aː p l aː -,library,
EAH-368_tofeedtonourish-1-1,EAH-368_tofeedtonourish-1,taplaγ,441,false,expert,wot,t a p l a ɣ,library,
WOT-368_tofeedtonourish-1-1,WOT-368_tofeedtonourish-1,taplaγ,441,false,expert,wot,t a p l a ɣ,library,
H-369_tindertinderfungusfomesfomentarius-1-1,H-369_tindertinderfungusfomesfomentarius-1,tapló,442,false,expert,wot,t ɒ p l oː -,library,
OH-369_tindertinderfungusfomesfomentarius-1-1,OH-369_tindertinderfungusfomesfomentarius-1,tåplou̯,442,false,expert,wot,t ɒ p l o w,library,
LAH-369_tindertinderfungusfomesfomentarius-1-1,LAH-369_tindertinderfungusfomesfomentarius-1,toplau̯,442,false,expert,wot,t o p l a w,library,
EAH-369_tindertinderfungusfomesfomentarius-1-1,EAH-369_tindertinderfungusfomesfomentarius-1,topluγ,442,false,expert,wot,t o p l u ɣ,library,
WOT-369_tindertinderfungusfomesfomentarius-1-1,WOT-369_tindertinderfungusfomesfomentarius-1,topluγ,442,false,expert,wot,t o p l u ɣ,library,
H-370_bald-1-1,H-370_bald-1,tar,443,false,expert,wot,t ɒ r,library,
EAH-370_bald-1-1,EAH-370_bald-1,tar,443,false,expert,wot,t a r,library,
WOT-370_bald-1-1,WOT-370_bald-1,tar,443,false,expert,wot,t a r,library,
H-371_depot-1-1,H-371_depot-1,tár,444,false,expert,wot,t aː - - r,library,
EAH-371_depot-1-1,EAH-371_depot-1,tavar,444,false,expert,wot,t a v a r,library,
WOT-371_depot-1-1,WOT-371_depot-1,tavar,444,false,expert,wot,t a v a r,library,
H-372_ploughfieldarablefieldstubblefield-1-1,H-372_ploughfieldarablefieldstubblefield-1,tarló,445,false,expert,wot,t ɒ r - l oː -,library,
EAH-372_ploughfieldarablefieldstubblefield-1-1,EAH-372_ploughfieldarablefieldstubblefield-1,tarlaγ,445,false,expert,wot,t a r - l a ɣ,library,
WOT-372_ploughfieldarablefieldstubblefield-1-1,WOT-372_ploughfieldarablefieldstubblefield-1,tarïlaγ,445,false,expert,wot,t a r ɯ l a ɣ,library,
H-373_toholdcarrytolastvisszatart-1-1,H-373_toholdcarrytolastvisszatart-1,tart,446,false,expert,wot,t ɒ r t,library,
EAH-373_toholdcarrytolastvisszatart-1-1,EAH-373_toholdcarrytolastvisszatart-1,tart,446,false,expert,wot,t a r t,library,
WOT-373_toholdcarrytolastvisszatart-1-1,WOT-373_toholdcarrytolastvisszatart-1,tart,446,false,expert,wot,t a r t,library,
H-374_tatar-1-1,H-374_tatar-1,tatár,447,false,expert,wot,t ɒ t aː r,library,
EAH-374_tatar-1-1,EAH-374_tatar-1,tatar,447,false,expert,wot,t a t a r,library,
WOT-374_tatar-1-1,WOT-374_tatar-1,tatar,447,false,expert,wot,t a t a r,library,
H-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1-1,H-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,tátorján,448,false,expert,wot,t aː t o r j aː n,library,
OH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1-1,OH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,tāturyan,448,false,expert,wot,t aː t u r j a n,library,
EAH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1-1,EAH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,taturγan,448,false,expert,wot,t a t u r ɣ a n,library,
WOT-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1-1,WOT-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,taturgan,448,false,expert,wot,t a t u r ɡ a n,library,
H-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2-1,H-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,tátorján,449,false,expert,wot,t aː t o r j aː n -,library,
OH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2-1,OH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,tāturyan,449,false,expert,wot,t aː t u r j a n -,library,
EAH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2-1,EAH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,taturγan,449,false,expert,wot,t a t u r ɣ a n -,library,
WOT-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2-1,WOT-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,tåtrång,449,false,expert,wot,t ɒ t - r - ɒ n ɡ,library,
H-376_towindsomethingroundtotwist-1-1,H-376_towindsomethingroundtotwist-1,teker,450,false,expert,wot,t ɛ k ɛ r,library,
EAH-376_towindsomethingroundtotwist-1-1,EAH-376_towindsomethingroundtotwist-1,teker,450,false,expert,wot,t ɛ k ɛ r,library,
WOT-376_towindsomethingroundtotwist-1-1,WOT-376_towindsomethingroundtotwist-1,täkir,450,false,expert,wot,t ɛ k i r,library,
H-377_troughwashtubhutch-1-1,H-377_troughwashtubhutch-1,teknő,451,false,expert,wot,t ɛ k - n øː -,library,
OH-377_troughwashtubhutch-1-1,OH-377_troughwashtubhutch-1,tekenȫ,451,false,expert,wot,t ɛ k ɛ n øː -,library,
EAH-377_troughwashtubhutch-1-1,EAH-377_troughwashtubhutch-1,tekeneγ,451,false,expert,wot,t ɛ k ɛ n ɛ ɣ,library,
WOT-377_troughwashtubhutch-1-1,WOT-377_troughwashtubhutch-1,täkänäγ,451,false,expert,wot,t ɛ k ɛ n ɛ ɣ,library,
