ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
EAH-105_awineoflowqualityafruitwine-2-1,EAH-105_awineoflowqualityafruitwine-2,čigir,131,false,expert,wot,t͡ʃ i ɡ i r,library,
WOT-105_awineoflowqualityafruitwine-2-1,WOT-105_awineoflowqualityafruitwine-2,čȧgïr,131,false,expert,wot,t͡ʃ ɐ ɡ ɯ r,library,
H-106_secretionmucusdischargedfromtheeyes-1-1,H-106_secretionmucusdischargedfromtheeyes-1,csipa,132,false,expert,wot,t͡ʃ i p ɒ -,library,
OH-106_secretionmucusdischargedfromtheeyes-1-1,OH-106_secretionmucusdischargedfromtheeyes-1,čapa,132,false,expert,wot,t͡ʃ a p a -,library,
EAH-106_secretionmucusdischargedfromtheeyes-1-1,EAH-106_secretionmucusdischargedfromtheeyes-1,čapaγ,132,false,expert,wot,t͡ʃ a p a ɣ,library,
WOT-106_secretionmucusdischargedfromtheeyes-1-1,WOT-106_secretionmucusdischargedfromtheeyes-1,čapaγ,132,false,expert,wot,t͡ʃ a p a ɣ,library,
H-107_squinteyedblindinoneeyeonearmedonelegged-1-1,H-107_squinteyedblindinoneeyeonearmedonelegged-1,csolák,133,false,expert,wot,t͡ʃ o l aː k,library,
EAH-107_squinteyedblindinoneeyeonearmedonelegged-1-1,EAH-107_squinteyedblindinoneeyeonearmedonelegged-1,čolak,133,false,expert,wot,t͡ʃ o l a k,library,
WOT-107_squinteyedblindinoneeyeonearmedonelegged-1-1,WOT-107_squinteyedblindinoneeyeonearmedonelegged-1,čolak,133,false,expert,wot,t͡ʃ o l a k,library,
H-108_acarpentersaxewithalonghelve-1-1,H-108_acarpentersaxewithalonghelve-1,csomak,134,false,expert,wot,t͡ʃ o m ɒ k,library,
EAH-108_acarpentersaxewithalonghelve-1-1,EAH-108_acarpentersaxewithalonghelve-1,čomak,134,false,expert,wot,t͡ʃ o m a k,library,
WOT-108_acarpentersaxewithalonghelve-1-1,WOT-108_acarpentersaxewithalonghelve-1,čomak,134,false,expert,wot,t͡ʃ o m a k,library,
H-109_stallion-1-1,H-109_stallion-1,csődör,135,false,expert,wot,t͡ʃ øː - d ø r,library,
EAH-109_stallion-1-1,EAH-109_stallion-1,čeü̯dür,135,false,expert,wot,t͡ʃ ɛ w d y r,library,
H-109_stallion-2-1,H-109_stallion-2,csődör,136,false,expert,wot,t͡ʃ øː - d ø r,library,
EAH-109_stallion-2-1,EAH-109_stallion-2,čeü̯dür,136,false,expert,wot,t͡ʃ ɛ w d y r,library,
H-109_stallion-3-1,H-109_stallion-3,csődör,137,false,expert,wot,t͡ʃ øː - d ø r,library,
EAH-109_stallion-3-1,EAH-109_stallion-3,čeü̯dür,137,false,expert,wot,t͡ʃ ɛ w d y r,library,
H-110_sexualorganoflargemaleanimalsofabullawhipmadefromit-1-1,H-110_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,csök,138,false,expert,wot,t͡ʃ ø k -,library,
EAH-110_sexualorganoflargemaleanimalsofabullawhipmadefromit-1-1,EAH-110_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,čük,138,false,expert,wot,t͡ʃ y k -,library,
WOT-110_sexualorganoflargemaleanimalsofabullawhipmadefromit-1-1,WOT-110_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,čükV,138,false,expert,wot,t͡ʃ y k ə,library,
H-111_feastchristeningfeastatbaptism-1-1,H-111_feastchristeningfeastatbaptism-1,csök,139,false,expert,wot,t͡ʃ ø k,library,
EAH-111_feastchristeningfeastatbaptism-1-1,EAH-111_feastchristeningfeastatbaptism-1,čük,139,false,expert,wot,t͡ʃ y k,library,
WOT-111_feastchristeningfeastatbaptism-1-1,WOT-111_feastchristeningfeastatbaptism-1,čök,139,false,expert,wot,t͡ʃ ø k,library,
H-112_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,H-112_tobecomesmallerremainsmalltoswaytotottertosprain-1,csökik,140,false,expert,wot,t͡ʃ ø k i k,library,
OH-112_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,OH-112_tobecomesmallerremainsmalltoswaytotottertosprain-1,čök,140,false,expert,wot,t͡ʃ ø - - k,library,
EAH-112_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,EAH-112_tobecomesmallerremainsmalltoswaytotottertosprain-1,čük,140,false,expert,wot,t͡ʃ y - - k,library,
WOT-112_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,WOT-112_tobecomesmallerremainsmalltoswaytotottertosprain-1,čök,140,false,expert,wot,t͡ʃ ø - - k,library,
H-113_stubborn-1-1,H-113_stubborn-1,csökönyös,141,false,expert,wot,t͡ʃ ø k ø ɲ ø ʃ,library,
OH-113_stubborn-1-1,OH-113_stubborn-1,čököń,141,false,expert,wot,t͡ʃ ø k ø ɲ - -,library,
EAH-113_stubborn-1-1,EAH-113_stubborn-1,čükün,141,false,expert,wot,t͡ʃ y k y n - -,library,
WOT-113_stubborn-1-1,WOT-113_stubborn-1,čikin,141,false,expert,wot,t͡ʃ i k i n - -,library,
H-114_fieldguardheraldturkishenvoy-1-1,H-114_fieldguardheraldturkishenvoy-1,csősz,142,false,expert,wot,t͡ʃ øː - - s,library,
EAH-114_fieldguardheraldturkishenvoy-1-1,EAH-114_fieldguardheraldturkishenvoy-1,čäüš,142,false,expert,wot,t͡ʃ ɛ - y ʃ,library,
WOT-114_fieldguardheraldturkishenvoy-1-1,WOT-114_fieldguardheraldturkishenvoy-1,čäwiš,142,false,expert,wot,t͡ʃ ɛ v i ʃ,library,
H-115_roughcoarseuglywildunbridled-1-1,H-115_roughcoarseuglywildunbridled-1,csúnya,143,false,expert,wot,t͡ʃ uː ɲ ɒ -,library,
OH-115_roughcoarseuglywildunbridled-1-1,OH-115_roughcoarseuglywildunbridled-1,čuńa,143,false,expert,wot,t͡ʃ u ɲ a -,library,
EAH-115_roughcoarseuglywildunbridled-1-1,EAH-115_roughcoarseuglywildunbridled-1,čunaγ,143,false,expert,wot,t͡ʃ u n a ɣ,library,
WOT-115_roughcoarseuglywildunbridled-1-1,WOT-115_roughcoarseuglywildunbridled-1,čunaγ,143,false,expert,wot,t͡ʃ u n a ɣ,library,
H-116_towindtoturntodistrortmisinterprettospinayarn-1-1,H-116_towindtoturntodistrortmisinterprettospinayarn-1,csűr,144,false,expert,wot,t͡ʃ yː - - r,library,
EAH-116_towindtoturntodistrortmisinterprettospinayarn-1-1,EAH-116_towindtoturntodistrortmisinterprettospinayarn-1,čevür,144,false,expert,wot,t͡ʃ ɛ v y r,library,
WOT-116_towindtoturntodistrortmisinterprettospinayarn-1-1,WOT-116_towindtoturntodistrortmisinterprettospinayarn-1,čäwür,144,false,expert,wot,t͡ʃ ɛ v y r,library,
H-117_bobbinspindle-1-1,H-117_bobbinspindle-1,csűr,145,false,expert,wot,t͡ʃ yː - - r -,library,
OH-117_bobbinspindle-1-1,OH-117_bobbinspindle-1,čǖri,145,false,expert,wot,t͡ʃ yː - - r i,library,
EAH-117_bobbinspindle-1-1,EAH-117_bobbinspindle-1,čeviri,145,false,expert,wot,t͡ʃ ɛ v i r i,library,
WOT-117_bobbinspindle-1-1,WOT-117_bobbinspindle-1,čäviri,145,false,expert,wot,t͡ʃ ɛ v i r i,library,
H-118_excellentworthless-1-1,H-118_excellentworthless-1,daksi,146,false,expert,wot,d ɒ k ʃ i,library,
EAH-118_excellentworthless-1-1,EAH-118_excellentworthless-1,ǰakši,146,false,expert,wot,d͡ʒʲ a k ʃ i,library,
H-119_ashortfurcoat-1-1,H-119_ashortfurcoat-1,daku,147,false,expert,wot,d ɒ k u,library,
EAH-119_ashortfurcoat-1-1,EAH-119_ashortfurcoat-1,daku,147,false,expert,wot,d a k u,library,
H-120_gristgroatssofthail-1-1,H-120_gristgroatssofthail-1,dara,148,false,expert,wot,d ɒ r ɒ,library,
EAH-120_gristgroatssofthail-1-1,EAH-120_gristgroatssofthail-1,dara,148,false,expert,wot,d a r a,library,
WOT-120_gristgroatssofthail-1-1,WOT-120_gristgroatssofthail-1,tarï,148,false,expert,wot,t a r ɯ,library,
H-120_gristgroatssofthail-2-1,H-120_gristgroatssofthail-2,dara,149,false,expert,wot,d ɒ r ɒ,library,
EAH-120_gristgroatssofthail-2-1,EAH-120_gristgroatssofthail-2,dara,149,false,expert,wot,d a r a,library,
WOT-120_gristgroatssofthail-2-1,WOT-120_gristgroatssofthail-2,darï,149,false,expert,wot,d a r ɯ,library,
H-121_noonsouth-1-1,H-121_noonsouth-1,dél,150,false,expert,wot,d eː l -,library,
EAH-121_noonsouth-1-1,EAH-121_noonsouth-1,töli,150,false,expert,wot,t ø l i,library,
WOT-121_noonsouth-1-1,WOT-121_noonsouth-1,tüli,150,false,expert,wot,t y l i,library,
H-121_noonsouth-2-1,H-121_noonsouth-2,dél,151,false,expert,wot,d eː l -,library,
EAH-121_noonsouth-2-1,EAH-121_noonsouth-2,döli,151,false,expert,wot,d ø l i,library,
WOT-121_noonsouth-2-1,WOT-121_noonsouth-2,düli,151,false,expert,wot,d y l i,library,
H-122_nutwalnutjuglans-1-1,H-122_nutwalnutjuglans-1,dió,152,false,expert,wot,d i - oː -,library,
OH-122_nutwalnutjuglans-1-1,OH-122_nutwalnutjuglans-1,ǰiwo,152,false,expert,wot,d͡ʒʲ i v o -,library,
LAH-122_nutwalnutjuglans-1-1,LAH-122_nutwalnutjuglans-1,ǰiγau̯,152,false,expert,wot,d͡ʒʲ i ɣ a w,library,
EAH-122_nutwalnutjuglans-1-1,EAH-122_nutwalnutjuglans-1,ǰiγaγ,152,false,expert,wot,d͡ʒʲ i ɣ a ɣ,library,
WOT-122_nutwalnutjuglans-1-1,WOT-122_nutwalnutjuglans-1,ǰïγaγ,152,false,expert,wot,d͡ʒʲ ɯ ɣ a ɣ,library,
H-122_nutwalnutjuglans-2-1,H-122_nutwalnutjuglans-2,dió,153,false,expert,wot,d i - oː -,library,
OH-122_nutwalnutjuglans-2-1,OH-122_nutwalnutjuglans-2,ǰiwo,153,false,expert,wot,d͡ʒʲ i v o -,library,
LAH-122_nutwalnutjuglans-2-1,LAH-122_nutwalnutjuglans-2,ǰiγau̯,153,false,expert,wot,d͡ʒʲ i ɣ a w,library,
EAH-122_nutwalnutjuglans-2-1,EAH-122_nutwalnutjuglans-2,ǰiγaγ,153,false,expert,wot,d͡ʒʲ i ɣ a ɣ,library,
WOT-122_nutwalnutjuglans-2-1,WOT-122_nutwalnutjuglans-2,ǰȧγaγ,153,false,expert,wot,d͡ʒʲ ɐ ɣ a ɣ,library,
H-123_pigsusdomestica-1-1,H-123_pigsusdomestica-1,disznó,154,false,expert,wot,d i s n oː -,library,
EAH-123_pigsusdomestica-1-1,EAH-123_pigsusdomestica-1,ǰisnaγ,154,false,expert,wot,d͡ʒʲ i s n a ɣ,library,
WOT-123_pigsusdomestica-1-1,WOT-123_pigsusdomestica-1,ǰȧsnaγ,154,false,expert,wot,d͡ʒʲ ɐ s n a ɣ,library,
H-124_toleantoppleoverstreamdown-1-1,H-124_toleantoppleoverstreamdown-1,dől,155,false,expert,wot,d øː l,library,
OH-124_toleantoppleoverstreamdown-1-1,OH-124_toleantoppleoverstreamdown-1,dǖl,155,false,expert,wot,d yː l,library,
EAH-124_toleantoppleoverstreamdown-1-1,EAH-124_toleantoppleoverstreamdown-1,dül,155,false,expert,wot,d y l,library,
WOT-124_toleantoppleoverstreamdown-1-1,WOT-124_toleantoppleoverstreamdown-1,tül,155,false,expert,wot,t y l,library,
H-124_toleantoppleoverstreamdown-2-1,H-124_toleantoppleoverstreamdown-2,dől,156,false,expert,wot,d øː l,library,
OH-124_toleantoppleoverstreamdown-2-1,OH-124_toleantoppleoverstreamdown-2,dǖl,156,false,expert,wot,d yː l,library,
EAH-124_toleantoppleoverstreamdown-2-1,EAH-124_toleantoppleoverstreamdown-2,dül,156,false,expert,wot,d y l,library,
WOT-124_toleantoppleoverstreamdown-2-1,WOT-124_toleantoppleoverstreamdown-2,dül,156,false,expert,wot,d y l,library,
H-125_tosqueezetothrustinto-1-1,H-125_tosqueezetothrustinto-1,dug,157,false,expert,wot,d u ɡ,library,
EAH-125_tosqueezetothrustinto-1-1,EAH-125_tosqueezetothrustinto-1,dïg,157,false,expert,wot,d ɯ ɡ,library,
WOT-125_tosqueezetothrustinto-1-1,WOT-125_tosqueezetothrustinto-1,dïg,157,false,expert,wot,d ɯ ɡ,library,
H-125_tosqueezetothrustinto-2-1,H-125_tosqueezetothrustinto-2,dug,158,false,expert,wot,d u ɡ,library,
EAH-125_tosqueezetothrustinto-2-1,EAH-125_tosqueezetothrustinto-2,dïg,158,false,expert,wot,d ɯ ɡ,library,
WOT-125_tosqueezetothrustinto-2-1,WOT-125_tosqueezetothrustinto-2,tïk,158,false,expert,wot,t ɯ k,library,
H-126_churchbuildingandorganisation-1-1,H-126_churchbuildingandorganisation-1,ëgyház,159,false,expert,wot,e ɟ h aː z,library,
EAH-126_churchbuildingandorganisation-1-1,EAH-126_churchbuildingandorganisation-1,ëdʹ,159,false,expert,wot,e ɟ - - -,library,
WOT-126_churchbuildingandorganisation-1-1,WOT-126_churchbuildingandorganisation-1,edü,159,false,expert,wot,ɛ d - y -,library,
H-126_churchbuildingandorganisation-2-1,H-126_churchbuildingandorganisation-2,ëgyház,160,false,expert,wot,e ɟ h aː z,library,
EAH-126_churchbuildingandorganisation-2-1,EAH-126_churchbuildingandorganisation-2,ëdʹ,160,false,expert,wot,e ɟ - - -,library,
WOT-126_churchbuildingandorganisation-2-1,WOT-126_churchbuildingandorganisation-2,edi,160,false,expert,wot,ɛ d - i -,library,
H-127_wedge-1-1,H-127_wedge-1,ék,161,false,expert,wot,eː k,library,
WOT-127_wedge-1-1,WOT-127_wedge-1,ēk,161,false,expert,wot,eː k,library,
H-128_plough-1-1,H-128_plough-1,eke,162,false,expert,wot,ɛ k ɛ -,library,
EAH-128_plough-1-1,EAH-128_plough-1,ekeγ,162,false,expert,wot,ɛ k ɛ ɣ,library,
WOT-128_plough-1-1,WOT-128_plough-1,äkäγ,162,false,expert,wot,ɛ k ɛ ɣ,library,
H-129_toallowpermitconcedeyieldgiveway-1-1,H-129_toallowpermitconcedeyieldgiveway-1,enged,163,false,expert,wot,ɛ n ɡ ɛ d,library,
EAH-129_toallowpermitconcedeyieldgiveway-1-1,EAH-129_toallowpermitconcedeyieldgiveway-1,eng,163,false,expert,wot,ɛ n ɡ - -,library,
WOT-129_toallowpermitconcedeyieldgiveway-1-1,WOT-129_toallowpermitconcedeyieldgiveway-1,äŋ,163,false,expert,wot,ɛ ŋ - - -,library,
H-130_topropitiate-1-1,H-130_topropitiate-1,engesztel,164,false,expert,wot,ɛ n ɡ ɛ s t ɛ l,library,
EAH-130_topropitiate-1-1,EAH-130_topropitiate-1,eng,164,false,expert,wot,ɛ n ɡ - - - - -,library,
WOT-130_topropitiate-1-1,WOT-130_topropitiate-1,äŋ,164,false,expert,wot,ɛ ŋ - - - - - -,library,
H-131_communityworkinagricultureakindofcorvee-1-1,H-131_communityworkinagricultureakindofcorvee-1,enő,165,false,expert,wot,ɛ n øː -,library,
OH-131_communityworkinagricultureakindofcorvee-1-1,OH-131_communityworkinagricultureakindofcorvee-1,eneü̯,165,false,expert,wot,ɛ n ɛ w,library,
EAH-131_communityworkinagricultureakindofcorvee-1-1,EAH-131_communityworkinagricultureakindofcorvee-1,ineγ,165,false,expert,wot,i n ɛ ɣ,library,
WOT-131_communityworkinagricultureakindofcorvee-1-1,WOT-131_communityworkinagricultureakindofcorvee-1,inäγ,165,false,expert,wot,i n ɛ ɣ,library,
H-132_toarrivetoreachgetto-1-1,H-132_toarrivetoreachgetto-1,ér,166,false,expert,wot,eː r,library,
EAH-132_toarrivetoreachgetto-1-1,EAH-132_toarrivetoreachgetto-1,er,166,false,expert,wot,ɛ r,library,
WOT-132_toarrivetoreachgetto-1-1,WOT-132_toarrivetoreachgetto-1,er,166,false,expert,wot,ɛ r,library,
H-133_merit-1-1,H-133_merit-1,érdem,167,false,expert,wot,eː r d ɛ m,library,
EAH-133_merit-1-1,EAH-133_merit-1,erdem,167,false,expert,wot,ɛ r d ɛ m,library,
WOT-133_merit-1-1,WOT-133_merit-1,ärdäm,167,false,expert,wot,ɛ r d ɛ m,library,
H-134_moralsmorality-1-1,H-134_moralsmorality-1,erkölcs,168,false,expert,wot,ɛ r k ø l t͡ʃ,library,
EAH-134_moralsmorality-1-1,EAH-134_moralsmorality-1,erkelč,168,false,expert,wot,ɛ r k ɛ l t͡ʃ,library,
WOT-134_moralsmorality-1-1,WOT-134_moralsmorality-1,ärkilč,168,false,expert,wot,ɛ r k i l t͡ʃ,library,
H-135_totirelosevitalityslackenrelax-1-1,H-135_totirelosevitalityslackenrelax-1,ernyed,169,false,expert,wot,ɛ r ɲ ɛ d,library,
EAH-135_totirelosevitalityslackenrelax-1-1,EAH-135_totirelosevitalityslackenrelax-1,erin,169,false,expert,wot,ɛ r - i n,library,
WOT-135_totirelosevitalityslackenrelax-1-1,WOT-135_totirelosevitalityslackenrelax-1,ärin,169,false,expert,wot,ɛ r - i n,library,
H-136_strengthpower-1-1,H-136_strengthpower-1,erő,170,false,expert,wot,ɛ r øː -,library,
OH-136_strengthpower-1-1,OH-136_strengthpower-1,ereü̯,170,false,expert,wot,ɛ r ɛ w,library,
EAH-136_strengthpower-1-1,EAH-136_strengthpower-1,eriγ,170,false,expert,wot,ɛ r i ɣ,library,
WOT-136_strengthpower-1-1,WOT-136_strengthpower-1,äriγ,170,false,expert,wot,ɛ r i ɣ,library,
H-137_oath-1-1,H-137_oath-1,es,171,false,expert,wot,ɛ ʃ -,library,
OH-137_oath-1-1,OH-137_oath-1,ešü,171,false,expert,wot,ɛ ʃ y,library,
LAH-137_oath-1-1,LAH-137_oath-1,ečü,171,false,expert,wot,ɛ t͡ʃ y,library,
EAH-137_oath-1-1,EAH-137_oath-1,ičü,171,false,expert,wot,i t͡ʃ y,library,
WOT-137_oath-1-1,WOT-137_oath-1,ičü,171,false,expert,wot,i t͡ʃ y,library,
H-137_oath-2-1,H-137_oath-2,eskü,172,false,expert,wot,ɛ ʃ k y,library,
OH-137_oath-2-1,OH-137_oath-2,iškü,172,false,expert,wot,i ʃ k y,library,
EAH-137_oath-2-1,EAH-137_oath-2,ičkü,172,false,expert,wot,i t͡ʃ k y,library,
WOT-137_oath-2-1,WOT-137_oath-2,ičkü,172,false,expert,wot,i t͡ʃ k y,library,
H-138_reasonmind-1-1,H-138_reasonmind-1,ész,173,false,expert,wot,eː s,library,
EAH-138_reasonmind-1-1,EAH-138_reasonmind-1,es,173,false,expert,wot,ɛ s,library,
WOT-138_reasonmind-1-1,WOT-138_reasonmind-1,es,173,false,expert,wot,ɛ s,library,
H-139_rivernameofariver-1-1,H-139_rivernameofariver-1,etel,174,false,expert,wot,ɛ t ɛ l,library,
EAH-139_rivernameofariver-1-1,EAH-139_rivernameofariver-1,etil,174,false,expert,wot,ɛ t i l,library,
WOT-139_rivernameofariver-1-1,WOT-139_rivernameofariver-1,ätil,174,false,expert,wot,ɛ t i l,library,
H-139_rivernameofariver-2-1,H-139_rivernameofariver-2,etil,175,false,expert,wot,ɛ t i l,library,
EAH-139_rivernameofariver-2-1,EAH-139_rivernameofariver-2,etil,175,false,expert,wot,ɛ t i l,library,
WOT-139_rivernameofariver-2-1,WOT-139_rivernameofariver-2,ätil,175,false,expert,wot,ɛ t i l,library,
H-162_weed-1-1,H-162_weed-1,gaz,176,false,expert,wot,ɡ ɒ - z -,library,
OH-162_weed-1-1,OH-162_weed-1,kāz,176,false,expert,wot,k aː - z -,library,
EAH-162_weed-1-1,EAH-162_weed-1,kaγzu,176,false,expert,wot,k a ɣ z u,library,
WOT-162_weed-1-1,WOT-162_weed-1,kaγδu,176,false,expert,wot,k a ɣ ð u,library,
H-140_pelicanpelicanus-1-1,H-140_pelicanpelicanus-1,gödény,177,false,expert,wot,ɡ ø d eː ɲ,library,
OH-140_pelicanpelicanus-1-1,OH-140_pelicanpelicanus-1,güden,177,false,expert,wot,ɡ y d ɛ n,library,
EAH-140_pelicanpelicanus-1-1,EAH-140_pelicanpelicanus-1,güden,177,false,expert,wot,ɡ y d ɛ n,library,
WOT-140_pelicanpelicanus-1-1,WOT-140_pelicanpelicanus-1,güdän,177,false,expert,wot,ɡ y d ɛ n,library,
H-140_pelicanpelicanus-2-1,H-140_pelicanpelicanus-2,gödény,178,false,expert,wot,ɡ ø d eː ɲ,library,
OH-140_pelicanpelicanus-2-1,OH-140_pelicanpelicanus-2,güden,178,false,expert,wot,ɡ y d ɛ n,library,
EAH-140_pelicanpelicanus-2-1,EAH-140_pelicanpelicanus-2,güden,178,false,expert,wot,ɡ y d ɛ n,library,
WOT-140_pelicanpelicanus-2-1,WOT-140_pelicanpelicanus-2,kütän,178,false,expert,wot,k y t ɛ n,library,
H-141_polecatputoriusfoetidus-1-1,H-141_polecatputoriusfoetidus-1,görény,179,false,expert,wot,ɡ ø r eː ɲ,library,
EAH-141_polecatputoriusfoetidus-1-1,EAH-141_polecatputoriusfoetidus-1,güren,179,false,expert,wot,ɡ y r ɛ n,library,
WOT-141_polecatputoriusfoetidus-1-1,WOT-141_polecatputoriusfoetidus-1,gürän,179,false,expert,wot,ɡ y r ɛ n,library,
H-141_polecatputoriusfoetidus-2-1,H-141_polecatputoriusfoetidus-2,görény,180,false,expert,wot,ɡ ø r eː ɲ,library,
EAH-141_polecatputoriusfoetidus-2-1,EAH-141_polecatputoriusfoetidus-2,güren,180,false,expert,wot,ɡ y r ɛ n,library,
WOT-141_polecatputoriusfoetidus-2-1,WOT-141_polecatputoriusfoetidus-2,kürän,180,false,expert,wot,k y r ɛ n,library,
H-142_matchmaker-1-1,H-142_matchmaker-1,gügyű,181,false,expert,wot,ɡ y ɟ yː - -,library,
OH-142_matchmaker-1-1,OH-142_matchmaker-1,küdʹǖ,181,false,expert,wot,k y ɟ yː - -,library,
LAH-142_matchmaker-1-1,LAH-142_matchmaker-1,küdʹeü̯,181,false,expert,wot,k y ɟ ɛ w -,library,
EAH-142_matchmaker-1-1,EAH-142_matchmaker-1,küdeγü,181,false,expert,wot,k y d ɛ ɣ y,library,
H-143_gleanermousemusspicilegus-1-1,H-143_gleanermousemusspicilegus-1,güzü,182,false,expert,wot,ɡ y z y - -,library,
OH-143_gleanermousemusspicilegus-1-1,OH-143_gleanermousemusspicilegus-1,güzǖ,182,false,expert,wot,ɡ y z yː - -,library,
LAH-143_gleanermousemusspicilegus-1-1,LAH-143_gleanermousemusspicilegus-1,küzeγü,182,false,expert,wot,k y z ɛ ɣ y,library,
EAH-143_gleanermousemusspicilegus-1-1,EAH-143_gleanermousemusspicilegus-1,küseγü,182,false,expert,wot,k y s ɛ ɣ y,library,
WOT-143_gleanermousemusspicilegus-1-1,WOT-143_gleanermousemusspicilegus-1,küsäγü,182,false,expert,wot,k y s ɛ ɣ y,library,
H-144_toabusecalumniate-1-1,H-144_toabusecalumniate-1,gyaláz,183,false,expert,wot,ɟ ɒ l aː z,library,
OH-144_toabusecalumniate-1-1,OH-144_toabusecalumniate-1,dʹala,183,false,expert,wot,ɟ a l a -,library,
EAH-144_toabusecalumniate-1-1,EAH-144_toabusecalumniate-1,ǰala,183,false,expert,wot,d͡ʒʲ a l a -,library,
WOT-144_toabusecalumniate-1-1,WOT-144_toabusecalumniate-1,ǰala,183,false,expert,wot,d͡ʒʲ a l a -,library,
H-145_dragnetakindoffishingnet-1-1,H-145_dragnetakindoffishingnet-1,gyalom,184,false,expert,wot,ɟ ɒ l o m,library,
EAH-145_dragnetakindoffishingnet-1-1,EAH-145_dragnetakindoffishingnet-1,ǰalum,184,false,expert,wot,d͡ʒʲ a l u m,library,
WOT-145_dragnetakindoffishingnet-1-1,WOT-145_dragnetakindoffishingnet-1,ǰalïm,184,false,expert,wot,d͡ʒʲ a l ɯ m,library,
H-146_suspicionmistrust-1-1,H-146_suspicionmistrust-1,gyanú,185,false,expert,wot,ɟ ɒ n uː -,library,
OH-146_suspicionmistrust-1-1,OH-146_suspicionmistrust-1,ǰanau̯,185,false,expert,wot,d͡ʒʲ a n a w,library,
EAH-146_suspicionmistrust-1-1,EAH-146_suspicionmistrust-1,ǰonaγ,185,false,expert,wot,d͡ʒʲ o n a ɣ,library,
WOT-146_suspicionmistrust-1-1,WOT-146_suspicionmistrust-1,ǰonaγ,185,false,expert,wot,d͡ʒʲ o n a ɣ,library,
H-147_wool-1-1,H-147_wool-1,gyapjú,186,false,expert,wot,ɟ ɒ p - j uː,library,
OH-147_wool-1-1,OH-147_wool-1,ǰapyu,186,false,expert,wot,d͡ʒʲ a p - j u,library,
EAH-147_wool-1-1,EAH-147_wool-1,ǰapγu,186,false,expert,wot,d͡ʒʲ a p - ɣ u,library,
WOT-147_wool-1-1,WOT-147_wool-1,ǰapaγu,186,false,expert,wot,d͡ʒʲ a p a ɣ u,library,
H-148_cotton-1-1,H-148_cotton-1,gyapot,187,false,expert,wot,ɟ ɒ p o t,library,
EAH-148_cotton-1-1,EAH-148_cotton-1,ǰaput,187,false,expert,wot,d͡ʒʲ a p u t,library,
WOT-148_cotton-1-1,WOT-148_cotton-1,ǰaput,187,false,expert,wot,d͡ʒʲ a p u t,library,
H-149_toincreasetoputonweighttogrowstronger-1-1,H-149_toincreasetoputonweighttogrowstronger-1,gyarapodik,188,false,expert,wot,ɟ ɒ r ɒ p o d i k,library,
OH-149_toincreasetoputonweighttogrowstronger-1-1,OH-149_toincreasetoputonweighttogrowstronger-1,dʹåråp,188,false,expert,wot,ɟ ɒ r ɒ p - - - -,library,
LAH-149_toincreasetoputonweighttogrowstronger-1-1,LAH-149_toincreasetoputonweighttogrowstronger-1,ǰarap,188,false,expert,wot,d͡ʒʲ a r a p - - - -,library,
EAH-149_toincreasetoputonweighttogrowstronger-1-1,EAH-149_toincreasetoputonweighttogrowstronger-1,ǰarpa,188,false,expert,wot,d͡ʒʲ a r - p a - - -,library,
WOT-149_toincreasetoputonweighttogrowstronger-1-1,WOT-149_toincreasetoputonweighttogrowstronger-1,ǰarpa,188,false,expert,wot,d͡ʒʲ a r - p a - - -,library,
H-149_toincreasetoputonweighttogrowstronger-2-1,H-149_toincreasetoputonweighttogrowstronger-2,gyarapszik,189,false,expert,wot,ɟ ɒ r ɒ p s i k,library,
OH-149_toincreasetoputonweighttogrowstronger-2-1,OH-149_toincreasetoputonweighttogrowstronger-2,dʹåråp,189,false,expert,wot,ɟ ɒ r ɒ p - - -,library,
LAH-149_toincreasetoputonweighttogrowstronger-2-1,LAH-149_toincreasetoputonweighttogrowstronger-2,ǰarap,189,false,expert,wot,d͡ʒʲ a r a p - - -,library,
EAH-149_toincreasetoputonweighttogrowstronger-2-1,EAH-149_toincreasetoputonweighttogrowstronger-2,ǰarpa,189,false,expert,wot,d͡ʒʲ a r - p - a -,library,
WOT-149_toincreasetoputonweighttogrowstronger-2-1,WOT-149_toincreasetoputonweighttogrowstronger-2,ǰarpa,189,false,expert,wot,d͡ʒʲ a r - p - a -,library,
H-150_poorfrailfeeble-1-1,H-150_poorfrailfeeble-1,gyarló,190,false,expert,wot,ɟ ɒ r l oː -,library,
OH-150_poorfrailfeeble-1-1,OH-150_poorfrailfeeble-1,ǰarlou̯,190,false,expert,wot,d͡ʒʲ a r l o w,library,
EAH-150_poorfrailfeeble-1-1,EAH-150_poorfrailfeeble-1,ǰarlïγ,190,false,expert,wot,d͡ʒʲ a r l ɯ ɣ,library,
WOT-150_poorfrailfeeble-1-1,WOT-150_poorfrailfeeble-1,ǰarlïγ,190,false,expert,wot,d͡ʒʲ a r l ɯ ɣ,library,
