ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CV_Segments,ProsodicStructure,FB_Vowel_Harmony,Year
EAH-233_smalllittle-2,,EAH,233_smalllittle,küčün,küčün,k y t͡ʃ y n,,wot,283,true,^ küčün $,EAH,k y t͡ʃ y n,CVCVC,True,1215
WOT-233_smalllittle-2,,WOT,233_smalllittle,kičin,kičin,k i t͡ʃ i n,,wot,283,false,^ kičin $,WOT,k i t͡ʃ i n,CVCVC,True,1215
H-232_small-1,,H,232_small,kicsi,kicsi,k i t͡ʃ i,,wot,284,true,^ kicsi $,H,k i t͡ʃ i,CVCV,True,1138
EAH-232_small-1,,EAH,232_small,kičin,kičin,k i t͡ʃ i n,,wot,284,true,^ kičin $,EAH,k i t͡ʃ i n,CVCVC,True,1138
WOT-232_small-1,,WOT,232_small,kičin,kičin,k i t͡ʃ i n,,wot,284,false,^ kičin $,WOT,k i t͡ʃ i n,CVCVC,True,1138
H-233_smalllittle-3,,H,233_smalllittle,kis,kis,k i ʃ,,wot,285,true,^ kis $,H,k i ʃ,CVC,True,1075
OH-233_smalllittle-1,,OH,233_smalllittle,kiši,kiši,k i ʃ i,,wot,285,true,^ kiši $,OH,k i ʃ i,CVCV,True,1075
LAH-233_smalllittle-1,,LAH,233_smalllittle,kiči,kiči,k i t͡ʃ i,,wot,285,true,^ kiči $,LAH,k i t͡ʃ i,CVCV,True,1075
EAH-233_smalllittle-3,,EAH,233_smalllittle,kičiγ,kičiγ,k i t͡ʃ i ɣ,,wot,285,true,^ kičiγ $,EAH,k i t͡ʃ i ɣ,CVCVC,True,1075
WOT-233_smalllittle-3,,WOT,233_smalllittle,kičiγ,kičiγ,k i t͡ʃ i ɣ,,wot,285,false,^ kičiγ $,WOT,k i t͡ʃ i ɣ,CVCVC,True,1075
H-234_felt-1,,H,234_felt,kíjc,kíjc,k iː j t͡s,,wot,286,true,^ kíjc $,H,k iː j.t͡s,CVCC,True,2000
OH-234_felt-1,,OH,234_felt,kīyc,kīyc,k iː j t͡s,,wot,286,true,^ kīyc $,OH,k iː j.t͡s,CVCC,True,2000
LAH-234_felt-1,,LAH,234_felt,kiyic,kiyic,k i j i t͡s,,wot,286,true,^ kiyic $,LAH,k i j i t͡s,CVCVC,True,2000
EAH-234_felt-1,,EAH,234_felt,kiyiz,kiyiz,k i j i z,,wot,286,true,^ kiyiz $,EAH,k i j i z,CVCVC,True,2000
H-235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum-1,,H,235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum,kikerics,kikerics,k i k ɛ r i t͡ʃ,,wot,287,true,^ kikerics $,H,k i k ɛ r i t͡ʃ,CVCVCVC,True,1405
EAH-235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum-1,,EAH,235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum,kükerilč,kükerilč,k y k ɛ r i l t͡ʃ,,wot,287,true,^ kükerilč $,EAH,k y k ɛ r i l.t͡ʃ,CVCVCVCC,True,1405
WOT-235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum-1,,WOT,235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum,kökärilč,kökärilč,k ø k ɛ r i l t͡ʃ,,wot,287,true,^ kökärilč $,WOT,k ø k ɛ r i l.t͡ʃ,CVCVCVCC,True,1405
H-236_abirdsimilartoafalconakindofbirdofprey-1,,H,236_abirdsimilartoafalconakindofbirdofprey,kiköcsény,kiköcsény,k i k ø t͡ʃ eː ɲ,,wot,288,true,^ kiköcsény $,H,k i k ø t͡ʃ eː ɲ,CVCVCVC,True,1569
OH-236_abirdsimilartoafalconakindofbirdofprey-1,,OH,236_abirdsimilartoafalconakindofbirdofprey,kikörčen,kikörčen,k i k ø r t͡ʃ ɛ n,,wot,288,true,^ kikörčen $,OH,k i k ø r.t͡ʃ ɛ n,CVCVCCVC,True,1569
EAH-236_abirdsimilartoafalconakindofbirdofprey-1,,EAH,236_abirdsimilartoafalconakindofbirdofprey,kükerčen,kükerčen,k y k ɛ r t͡ʃ ɛ n,,wot,288,true,^ kükerčen $,EAH,k y k ɛ r.t͡ʃ ɛ n,CVCVCCVC,True,1569
WOT-236_abirdsimilartoafalconakindofbirdofprey-1,,WOT,236_abirdsimilartoafalconakindofbirdofprey,kökärčän,kökärčän,k ø k ɛ r t͡ʃ ɛ n,,wot,288,false,^ kökärčän $,WOT,k ø k ɛ r.t͡ʃ ɛ n,CVCVCCVC,True,1569
H-237_pain-1,,H,237_pain,kín,kín,k iː n,,wot,289,true,^ kín $,H,k iː n,CVC,True,1138
EAH-237_pain-1,,EAH,237_pain,kīn,kīn,k iː n,,wot,289,true,^ kīn $,EAH,k iː n,CVC,True,1138
WOT-237_pain-1,,WOT,237_pain,kīn,kīn,k iː n,,wot,289,false,^ kīn $,WOT,k iː n,CVC,True,1138
H-238_gourdcalabashlagenariavulgarisheadbillycockhat-1,,H,238_gourdcalabashlagenariavulgarisheadbillycockhat,kobak,kobak,k o b ɒ k,,wot,290,true,^ kobak $,H,k o b ɒ k,CVCVC,True,1340
EAH-238_gourdcalabashlagenariavulgarisheadbillycockhat-1,,EAH,238_gourdcalabashlagenariavulgarisheadbillycockhat,kåbåk,kåbåk,k ɒ b ɒ k,,wot,290,true,^ kåbåk $,EAH,k ɒ b ɒ k,CVCVC,True,1340
H-239_lutecittern-1,,H,239_lutecittern,koboz,koboz,k o b o z,,wot,291,true,^ koboz $,H,k o b o z,CVCVC,True,1193
EAH-239_lutecittern-1,,EAH,239_lutecittern,koboz,koboz,k o b o z,,wot,291,true,^ koboz $,EAH,k o b o z,CVCVC,True,1193
H-240_tobegtomendicate-1,,H,240_tobegtomendicate,koldul,koldul,k o l d u l,,wot,292,true,^ koldul $,H,k o l.d u l,CVCCVC,True,1372
EAH-240_tobegtomendicate-1,,EAH,240_tobegtomendicate,koldu,koldu,k o l d u,,wot,292,true,^ koldu $,EAH,k o l.d u,CVCCV,True,1372
WOT-240_tobegtomendicate-1,,WOT,240_tobegtomendicate,koldu,koldu,k o l d u,,wot,292,false,^ koldu $,WOT,k o l.d u,CVCCV,True,1372
H-241_beggar-1,,H,241_beggar,koldus,koldus,k o l d u ʃ,,wot,293,true,^ koldus $,H,k o l.d u ʃ,CVCCVC,True,1416
EAH-241_beggar-1,,EAH,241_beggar,koldu,koldu,k o l d u,,wot,293,true,^ koldu $,EAH,k o l.d u,CVCCV,True,1416
WOT-241_beggar-1,,WOT,241_beggar,koldu,koldu,k o l d u,,wot,293,false,^ koldu $,WOT,k o l.d u,CVCCV,True,1416
H-241_beggar-2,,H,241_beggar,koldus,koldus,k o l d u ʃ,,wot,294,true,^ koldus $,H,k o l.d u ʃ,CVCCVC,True,1416
EAH-241_beggar-2,,EAH,241_beggar,koldu,koldu,k o l d u,,wot,294,true,^ koldu $,EAH,k o l.d u,CVCCV,True,1416
WOT-241_beggar-2,,WOT,241_beggar,kolduš,kolduš,k o l d u ʃ,,wot,294,false,^ kolduš $,WOT,k o l.d u ʃ,CVCCVC,True,1416
H-242_hopshumuluslupulus-1,,H,242_hopshumuluslupulus,komló,komló,k o m l oː,,wot,295,true,^ komló $,H,k o m.l oː,CVCCV,True,1086
OH-242_hopshumuluslupulus-1,,OH,242_hopshumuluslupulus,kumlau̯,kumlau̯,k u m l a w,,wot,295,true,^ kumlau̯ $,OH,k u m.l a w,CVCCVC,True,1086
EAH-242_hopshumuluslupulus-1,,EAH,242_hopshumuluslupulus,kumlaγ,kumlaγ,k u m l a ɣ,,wot,295,true,^ kumlaγ $,EAH,k u m.l a ɣ,CVCCVC,True,1086
WOT-242_hopshumuluslupulus-1,,WOT,242_hopshumuluslupulus,kumlaγ,kumlaγ,k u m l a ɣ,,wot,295,false,^ kumlaγ $,WOT,k u m.l a ɣ,CVCCVC,True,1086
H-243_timothygrassphleumphleumsp-1,,H,243_timothygrassphleumphleumsp,komócsin,komócsin,k o m oː t͡ʃ i n,,wot,296,true,^ komócsin $,H,k o m oː t͡ʃ i n,CVCVCVC,True,1788
EAH-243_timothygrassphleumphleumsp-1,,EAH,243_timothygrassphleumphleumsp,kåmičin,kåmičin,k ɒ m i t͡ʃ i n,,wot,296,true,^ kåmičin $,EAH,k ɒ m i t͡ʃ i n,CVCVCVC,True,1788
WOT-243_timothygrassphleumphleumsp-1,,WOT,243_timothygrassphleumphleumsp,kamїčïn,kamїčïn,k a m ɯ t͡ʃ ɯ n,,wot,296,false,^ kamїčïn $,WOT,k a m ɯ t͡ʃ ɯ n,CVCVCVC,True,1788
H-244_akindofhungariansheepdog-1,,H,244_akindofhungariansheepdog,komondor,komondor,k o m o n d o r,,wot,297,true,^ komondor $,H,k o m o n.d o r,CVCVCCVC,True,1454
EAH-244_akindofhungariansheepdog-1,,EAH,244_akindofhungariansheepdog,kumandur,kumandur,k u m a n d u r,,wot,297,true,^ kumandur $,EAH,k u m a n.d u r,CVCVCCVC,True,1454
H-245_gloomygravemorosesombredullcolourednotproperlycastrated-1,,H,245_gloomygravemorosesombredullcolourednotproperlycastrated,komor,komor,k o m o r,,wot,298,true,^ komor $,H,k o m o r,CVCVC,True,1222
EAH-245_gloomygravemorosesombredullcolourednotproperlycastrated-1,,EAH,245_gloomygravemorosesombredullcolourednotproperlycastrated,komur,komur,k o m u r,,wot,298,true,^ komur $,EAH,k o m u r,CVCVC,True,1222
WOT-245_gloomygravemorosesombredullcolourednotproperlycastrated-1,,WOT,245_gloomygravemorosesombredullcolourednotproperlycastrated,komur,komur,k o m u r,,wot,298,true,^ komur $,WOT,k o m u r,CVCVC,True,1222
H-246_coffin-1,,H,246_coffin,koporsó,koporsó,k o p o r ʃ oː,,wot,299,true,^ koporsó $,H,k o p o r.ʃ oː,CVCVCCV,True,1372
EAH-246_coffin-1,,EAH,246_coffin,kopurčaγ,kopurčaγ,k o p u r t͡ʃ a ɣ,,wot,299,true,^ kopurčaγ $,EAH,k o p u r.t͡ʃ a ɣ,CVCVCCVC,True,1372
WOT-246_coffin-1,,WOT,246_coffin,kapurčaγ,kapurčaγ,k a p u r t͡ʃ a ɣ,,wot,299,true,^ kapurčaγ $,WOT,k a p u r.t͡ʃ a ɣ,CVCVCCVC,True,1372
H-247_ageperiod-1,,H,247_ageperiod,kor,kor,k o r,,wot,300,true,^ kor $,H,k o r,CVC,True,1057
EAH-247_ageperiod-1,,EAH,247_ageperiod,kur,kur,k u r,,wot,300,true,^ kur $,EAH,k u r,CVC,True,1057
WOT-247_ageperiod-1,,WOT,247_ageperiod,kur,kur,k u r,,wot,300,true,^ kur $,WOT,k u r,CVC,True,1057
H-248_tombsmallhillelevateddryplaceinamarsh-1,,H,248_tombsmallhillelevateddryplaceinamarsh,korhány,korhány,k o r h aː ɲ,,wot,301,true,^ korhány $,H,k o r.h aː ɲ,CVCCVC,True,1332
EAH-248_tombsmallhillelevateddryplaceinamarsh-1,,EAH,248_tombsmallhillelevateddryplaceinamarsh,korγan,korγan,k o r ɣ a n,,wot,301,true,^ korγan $,EAH,k o r.ɣ a n,CVCCVC,True,1332
WOT-248_tombsmallhillelevateddryplaceinamarsh-1,,WOT,248_tombsmallhillelevateddryplaceinamarsh,korγan,korγan,k o r ɣ a n,,wot,301,true,^ korγan $,WOT,k o r.ɣ a n,CVCCVC,True,1332
H-249_drystalkofweed-1,,H,249_drystalkofweed,kóró,kóró,k oː r oː,,wot,302,true,^ kóró $,H,k oː r oː,CVCV,True,1200
OH-249_drystalkofweed-1,,OH,249_drystalkofweed,korou̯,korou̯,k o r o w,,wot,302,true,^ korou̯ $,OH,k o r o w,CVCVC,True,1200
EAH-249_drystalkofweed-1,,EAH,249_drystalkofweed,kuroγ,kuroγ,k u r o ɣ,,wot,302,true,^ kuroγ $,EAH,k u r o ɣ,CVCVC,True,1200
WOT-249_drystalkofweed-1,,WOT,249_drystalkofweed,kowrog,kowrog,k o v r o ɡ,,wot,302,true,^ kowrog $,WOT,k o v.r o ɡ,CVCCVC,True,1200
H-250_soot-1,,H,250_soot,korom,korom,k o r o m,,wot,303,true,^ korom $,H,k o r o m,CVCVC,True,1211
EAH-250_soot-1,,EAH,250_soot,kurum,kurum,k u r u m,,wot,303,true,^ kurum $,EAH,k u r u m,CVCVC,True,1211
WOT-250_soot-1,,WOT,250_soot,kurum,kurum,k u r u m,,wot,303,true,^ kurum $,WOT,k u r u m,CVCVC,True,1211
H-251_ram-1,,H,251_ram,kos,kos,k o ʃ,,wot,304,true,^ kos $,H,k o ʃ,CVC,True,1061
EAH-251_ram-1,,EAH,251_ram,koč,koč,k o t͡ʃ,,wot,304,true,^ koč $,EAH,k o t͡ʃ,CVC,True,1061
WOT-251_ram-1,,WOT,251_ram,koč,koč,k o t͡ʃ,,wot,304,true,^ koč $,WOT,k o t͡ʃ,CVC,True,1061
H-252_burn-1,,H,252_burn,kozma,kozma,k o z m ɒ,,wot,305,true,^ kozma $,H,k o z.m ɒ,CVCCV,True,1753
OH-252_burn-1,,OH,252_burn,kosmā,kosmā,k o s m aː,,wot,305,true,^ kosmā $,OH,k o s.m aː,CVCCV,True,1753
EAH-252_burn-1,,EAH,252_burn,kasmaγ,kasmaγ,k a s m a ɣ,,wot,305,true,^ kasmaγ $,EAH,k a s.m a ɣ,CVCCVC,True,1753
WOT-252_burn-1,,WOT,252_burn,kasmaγ,kasmaγ,k a s m a ɣ,,wot,305,false,^ kasmaγ $,WOT,k a s.m a ɣ,CVCCVC,True,1753
H-253_frocksheepskinwaistcoat-1,,H,253_frocksheepskinwaistcoat,ködmön,ködmön,k ø d m ø n,,wot,306,true,^ ködmön $,H,k ø d.m ø n,CVCCVC,True,1239
EAH-253_frocksheepskinwaistcoat-1,,EAH,253_frocksheepskinwaistcoat,kedmen,kedmen,k ɛ d m ɛ n,,wot,306,true,^ kedmen $,EAH,k ɛ d.m ɛ n,CVCCVC,True,1239
WOT-253_frocksheepskinwaistcoat-1,,WOT,253_frocksheepskinwaistcoat,kädmän,kädmän,k ɛ d m ɛ n,,wot,306,true,^ kädmän $,WOT,k ɛ d.m ɛ n,CVCCVC,True,1239
H-253_frocksheepskinwaistcoat-2,,H,253_frocksheepskinwaistcoat,ködmen,ködmen,k ø d m ɛ n,,wot,307,true,^ ködmen $,H,k ø d.m ɛ n,CVCCVC,True,1240
EAH-253_frocksheepskinwaistcoat-2,,EAH,253_frocksheepskinwaistcoat,kedmen,kedmen,k ɛ d m ɛ n,,wot,307,true,^ kedmen $,EAH,k ɛ d.m ɛ n,CVCCVC,True,1240
WOT-253_frocksheepskinwaistcoat-2,,WOT,253_frocksheepskinwaistcoat,kädmän,kädmän,k ɛ d m ɛ n,,wot,307,true,^ kädmän $,WOT,k ɛ d.m ɛ n,CVCCVC,True,1240
H-254_blackthornprunusspinosa-1,,H,254_blackthornprunusspinosa,kökény,kökény,k ø k eː ɲ,,wot,308,true,^ kökény $,H,k ø k eː ɲ,CVCVC,True,1184
EAH-254_blackthornprunusspinosa-1,,EAH,254_blackthornprunusspinosa,köken,köken,k ø k ɛ n,,wot,308,true,^ köken $,EAH,k ø k ɛ n,CVCVC,True,1184
WOT-254_blackthornprunusspinosa-1,,WOT,254_blackthornprunusspinosa,kökän,kökän,k ø k ɛ n,,wot,308,false,^ kökän $,WOT,k ø k ɛ n,CVCVC,True,1184
H-255_loan-1,,H,255_loan,kölcsön,kölcsön,k ø l t͡ʃ ø n,,wot,309,true,^ kölcsön $,H,k ø l.t͡ʃ ø n,CVCCVC,True,1416
EAH-255_loan-1,,EAH,255_loan,külčen,külčen,k y l t͡ʃ ɛ n,,wot,309,true,^ külčen $,EAH,k y l.t͡ʃ ɛ n,CVCCVC,True,1416
WOT-255_loan-1,,WOT,255_loan,kölčen,kölčen,k ø l t͡ʃ ɛ n,,wot,309,true,^ kölčen $,WOT,k ø l.t͡ʃ ɛ n,CVCCVC,True,1416
H-256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre-1,,H,256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre,köldök,köldök,k ø l d ø k,,wot,310,true,^ köldök $,H,k ø l.d ø k,CVCCVC,True,1405
OH-256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre-1,,OH,256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre,kildik,kildik,k i l d i k,,wot,310,true,^ kildik $,OH,k i l.d i k,CVCCVC,True,1405
EAH-256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre-1,,EAH,256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre,kindik,kindik,k i n d i k,,wot,310,true,^ kindik $,EAH,k i n.d i k,CVCCVC,True,1405
WOT-256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre-1,,WOT,256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre,kindik,kindik,k i n d i k,,wot,310,true,^ kindik $,WOT,k i n.d i k,CVCCVC,True,1405
H-257_youngofananimalkidpuppylad-1,,H,257_youngofananimalkidpuppylad,kölyök,kölyök,k ø j ø k,,wot,311,true,^ kölyök $,H,k ø j ø k,CVCVC,True,1165
OH-257_youngofananimalkidpuppylad-1,,OH,257_youngofananimalkidpuppylad,kölʹök,kölʹök,k ø j ø k,,wot,311,true,^ kölʹök $,OH,k ø j ø k,CVCVC,True,1165
LAH-257_youngofananimalkidpuppylad-1,,LAH,257_youngofananimalkidpuppylad,kölek,kölek,k ø l ɛ k,,wot,311,true,^ kölek $,LAH,k ø l ɛ k,CVCVC,True,1165
EAH-257_youngofananimalkidpuppylad-1,,EAH,257_youngofananimalkidpuppylad,külek,külek,k y l ɛ k,,wot,311,true,^ külek $,EAH,k y l ɛ k,CVCVC,True,1165
WOT-257_youngofananimalkidpuppylad-1,,WOT,257_youngofananimalkidpuppylad,köläk,köläk,k ø l ɛ k,,wot,311,true,^ köläk $,WOT,k ø l ɛ k,CVCVC,True,1165
H-258_pounderbeatersmallmortar-1,,H,258_pounderbeatersmallmortar,kölyű,kölyű,k ø j yː,,wot,312,true,^ kölyű $,H,k ø j yː,CVCV,True,1395
OH-258_pounderbeatersmallmortar-1,,OH,258_pounderbeatersmallmortar,kelǖ,kelǖ,k ɛ l yː,,wot,312,true,^ kelǖ $,OH,k ɛ l yː,CVCV,True,1395
EAH-258_pounderbeatersmallmortar-1,,EAH,258_pounderbeatersmallmortar,keliγ,keliγ,k ɛ l i ɣ,,wot,312,true,^ keliγ $,EAH,k ɛ l i ɣ,CVCVC,True,1395
WOT-258_pounderbeatersmallmortar-1,,WOT,258_pounderbeatersmallmortar,keliγ,keliγ,k ɛ l i ɣ,,wot,312,false,^ keliγ $,WOT,k ɛ l i ɣ,CVCVC,True,1395
H-259_breaststrap-1,,H,259_breaststrap,kömődörög,kömődörög,k ø m øː d ø r ø ɡ,,wot,313,true,^ kömődörög $,H,k ø m øː d ø r ø ɡ,CVCVCVCVC,True,1380
EAH-259_breaststrap-1,,EAH,259_breaststrap,kömöndörök,kömöndörök,k ø m ø n d ø r ø k,,wot,313,true,^ kömöndörök $,EAH,k ø m ø n.d ø r ø k,CVCVCCVCVC,True,1380
H-259_breaststrap-2,,H,259_breaststrap,kentreg,kentreg,k ɛ n t r ɛ ɡ,,wot,314,true,^ kentreg $,H,k ɛ n.t.r ɛ ɡ,CVCCCVC,True,1380
OH-259_breaststrap-1,,OH,259_breaststrap,köndrög,köndrög,k ø n d r ø ɡ,,wot,314,true,^ köndrög $,OH,k ø n.d.r ø ɡ,CVCCCVC,True,1380
LAH-259_breaststrap-1,,LAH,259_breaststrap,kömdörök,kömdörök,k ø m d ø r ø k,,wot,314,true,^ kömdörök $,LAH,k ø m.d ø r ø k,CVCCVCVC,True,1380
EAH-259_breaststrap-2,,EAH,259_breaststrap,kömöndörök,kömöndörök,k ø m ø n d ø r ø k,,wot,314,true,^ kömöndörök $,EAH,k ø m ø n.d ø r ø k,CVCVCCVCVC,True,1380
H-260_book-1,,H,260_book,könyv,könyv,k ø ɲ v,,wot,315,true,^ könyv $,H,k ø ɲ.v,CVCC,True,1282
OH-260_book-1,,OH,260_book,köńüγ,köńüγ,k ø ɲ y ɣ,,wot,315,true,^ köńüγ $,OH,k ø ɲ y ɣ,CVCVC,True,1282
EAH-260_book-1,,EAH,260_book,küńüγ,küńüγ,k y ɲ y ɣ,,wot,315,true,^ küńüγ $,EAH,k y ɲ y ɣ,CVCVC,True,1282
WOT-260_book-1,,WOT,260_book,küńüγ,küńüγ,k y ɲ y ɣ,,wot,315,false,^ küńüγ $,WOT,k y ɲ y ɣ,CVCVC,True,1282
H-260_book-2,,H,260_book,könyü,könyü,k ø ɲ y,,wot,316,true,^ könyü $,H,k ø ɲ y,CVCV,True,1282
OH-260_book-2,,OH,260_book,köńüγ,köńüγ,k ø ɲ y ɣ,,wot,316,true,^ köńüγ $,OH,k ø ɲ y ɣ,CVCVC,True,1282
EAH-260_book-2,,EAH,260_book,küńüγ,küńüγ,k y ɲ y ɣ,,wot,316,true,^ küńüγ $,EAH,k y ɲ y ɣ,CVCVC,True,1282
WOT-260_book-2,,WOT,260_book,küńüγ,küńüγ,k y ɲ y ɣ,,wot,316,false,^ küńüγ $,WOT,k y ɲ y ɣ,CVCVC,True,1282
H-261_stumpyasmallthickman-1,,H,261_stumpyasmallthickman,köpcös,köpcös,k ø p t͡s ø ʃ,,wot,317,true,^ köpcös $,H,k ø p.t͡s ø ʃ,CVCCVC,True,1509
OH-261_stumpyasmallthickman-1,,OH,261_stumpyasmallthickman,köpčöš,köpčöš,k ø p t͡ʃ ø ʃ,,wot,317,true,^ köpčöš $,OH,k ø p.t͡ʃ ø ʃ,CVCCVC,True,1509
LAH-261_stumpyasmallthickman-1,,LAH,261_stumpyasmallthickman,köpčȫ,köpčȫ,k ø p t͡ʃ øː,,wot,317,true,^ köpčȫ $,LAH,k ø p.t͡ʃ øː,CVCCV,True,1509
EAH-261_stumpyasmallthickman-1,,EAH,261_stumpyasmallthickman,köpčeγ,köpčeγ,k ø p t͡ʃ ɛ ɣ,,wot,317,true,^ köpčeγ $,EAH,k ø p.t͡ʃ ɛ ɣ,CVCCVC,True,1509
WOT-261_stumpyasmallthickman-1,,WOT,261_stumpyasmallthickman,köpčäγ,köpčäγ,k ø p t͡ʃ ɛ ɣ,,wot,317,true,^ köpčäγ $,WOT,k ø p.t͡ʃ ɛ ɣ,CVCCVC,True,1509
H-262_akindofhungariansheepdogkomondor-1,,H,262_akindofhungariansheepdogkomondor,köpec,köpec,k ø p ɛ t͡s,,wot,318,true,^ köpec $,H,k ø p ɛ t͡s,CVCVC,True,1861
OH-262_akindofhungariansheepdogkomondor-1,,OH,262_akindofhungariansheepdogkomondor,köpečke,köpečke,k ø p ɛ t͡ʃ k ɛ,,wot,318,true,^ köpečke $,OH,k ø p ɛ t͡ʃ.k ɛ,CVCVCCV,True,1861
LAH-262_akindofhungariansheepdogkomondor-1,,LAH,262_akindofhungariansheepdogkomondor,köpekče,köpekče,k ø p ɛ k t͡ʃ ɛ,,wot,318,true,^ köpekče $,LAH,k ø p ɛ k.t͡ʃ ɛ,CVCVCCV,True,1861
EAH-262_akindofhungariansheepdogkomondor-1,,EAH,262_akindofhungariansheepdogkomondor,köpek,köpek,k ø p ɛ k,,wot,318,true,^ köpek $,EAH,k ø p ɛ k,CVCVC,True,1861
WOT-262_akindofhungariansheepdogkomondor-1,,WOT,262_akindofhungariansheepdogkomondor,köpäk,köpäk,k ø p ɛ k,,wot,318,false,^ köpäk $,WOT,k ø p ɛ k,CVCVC,True,1861
H-263_cloakgownovercoat-1,,H,263_cloakgownovercoat,köpönyek,köpönyek,k ø p ø ɲ ɛ k,"See headword 'KÖPÖNYEG' (with a 'G') in the original monograph. The etymological part features a 'k' ('köpönyek'), therefore the entry in this data set also contains a 'k'. The subentry 'köpeny' was omitted.",wot,319,true,^ köpönyek $,H,k ø p ø ɲ ɛ k,CVCVCVC,True,1560
EAH-263_cloakgownovercoat-1,,EAH,263_cloakgownovercoat,kepenek,kepenek,k ɛ p ɛ n ɛ k,"See headword 'KÖPÖNYEG' (with a 'G') in the original monograph. The etymological part features a 'k' ('köpönyek'), therefore the entry in this data set also contains a 'k'. The subentry 'köpeny' was omitted.",wot,319,true,^ kepenek $,EAH,k ɛ p ɛ n ɛ k,CVCVCVC,True,1560
WOT-263_cloakgownovercoat-1,,WOT,263_cloakgownovercoat,kepenek,kepenek,k ɛ p ɛ n ɛ k,"See headword 'KÖPÖNYEG' (with a 'G') in the original monograph. The etymological part features a 'k' ('köpönyek'), therefore the entry in this data set also contains a 'k'. The subentry 'köpeny' was omitted.",wot,319,true,^ kepenek $,WOT,k ɛ p ɛ n ɛ k,CVCVCVC,True,1560
H-264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania-1,,H,264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania,köpű,köpű,k ø p yː,,wot,320,true,^ köpű $,H,k ø p yː,CVCV,True,1405
OH-264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania-1,,OH,264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania,küpǖ,küpǖ,k y p yː,,wot,320,true,^ küpǖ $,OH,k y p yː,CVCV,True,1405
EAH-264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania-1,,EAH,264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania,küpüγ,küpüγ,k y p y ɣ,,wot,320,true,^ küpüγ $,EAH,k y p y ɣ,CVCVC,True,1405
WOT-264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania-1,,WOT,264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania,küpüγ,küpüγ,k y p y ɣ,,wot,320,true,^ küpüγ $,WOT,k y p y ɣ,CVCVC,True,1405
H-265_ashtreefraxinussp-1,,H,265_ashtreefraxinussp,kőris,kőris,k øː r i ʃ,,wot,321,true,^ kőris $,H,k øː r i ʃ,CVCVC,True,1055
OH-265_ashtreefraxinussp-1,,OH,265_ashtreefraxinussp,kǖriš,kǖriš,k yː r i ʃ,,wot,321,true,^ kǖriš $,OH,k yː r i ʃ,CVCVC,True,1055
EAH-265_ashtreefraxinussp-1,,EAH,265_ashtreefraxinussp,kewrič,kewrič,k ɛ v r i t͡ʃ,,wot,321,true,^ kewrič $,EAH,k ɛ v.r i t͡ʃ,CVCCVC,True,1055
WOT-265_ashtreefraxinussp-1,,WOT,265_ashtreefraxinussp,kevrič,kevrič,k ɛ v r i t͡ʃ,,wot,321,true,^ kevrič $,WOT,k ɛ v.r i t͡ʃ,CVCCVC,True,1055
H-266_mellowpowderycrumblyrottenmouldy-1,,H,266_mellowpowderycrumblyrottenmouldy,kőrő,kőrő,k øː r øː,,wot,322,true,^ kőrő $,H,k øː r øː,CVCV,True,1828
